generation,best_fitness,mean_fitness,convergence_ratio
2,3924,125.2,0.031906218144750254
3,174,65.96,0.3790804597701149
4,3518,147.96,0.04205798749289369
5,987,119.78,0.12135764944275583
6,4375,204.64,0.04677485714285714
7,7461,247.0,0.03310548183889559
8,4548,151.92,0.033403693931398415
9,7900,316.76,0.040096202531645565
10,4757,298.54,0.06275804078200548
