generation,best_fitness,mean_fitness,convergence_ratio
2,46,45.7,0.9934782608695653
3,46,45.95,0.9989130434782609
4,46,45.9,0.9978260869565218
5,3521,220.65,0.06266685600681625
6,48,47.8,0.9958333333333332
7,47,45.95,0.9776595744680852
8,166,52.55,0.31656626506024094
9,51,47.3,0.9274509803921568
10,167,52.05,0.3116766467065868
