generation,best_fitness,mean_fitness,convergence_ratio
2,46,45.7,0.9934782608695653
3,106,46.42,0.43792452830188683
4,169,48.57,0.287396449704142
5,487,52.12,0.10702258726899383
6,227,49.67,0.21881057268722467
7,3546,80.96,0.022831359278059783
8,4113,116.2,0.02825188426938974
9,436,52.38,0.1201376146788991
10,4895,141.68,0.028943820224719103
