generation,best_fitness,mean_fitness,convergence_ratio
2,51,45.73,0.8966666666666666
3,107,46.42,0.4338317757009346
4,111,47.06,0.42396396396396396
5,489,65.45,0.13384458077709613
6,229,54.02,0.23589519650655022
7,113,55.5,0.4911504424778761
8,382,53.34,0.13963350785340314
9,226,67.9,0.30044247787610623
10,224,70.86,0.3163392857142857
